Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary Estimate Min,Salary Estimate Max,Salary Estimate Mean,Sentences in Job Description
Data Analyst IV,$35K-$42K (Glassdoor est.),2.8,Texas Health & Human Services Commission,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,35.0,42.0,38.5,36
Clinical Data Management - Technical Analyst,$35K-$42K (Glassdoor est.),3.3,Ascension,"Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),35.0,42.0,38.5,29
Splunk Data Analyst,$35K-$42K (Glassdoor est.),4.1,BayOne Solutions,"Austin, TX","Pleasanton, CA",1001 to 5000 employees,1979,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),35.0,42.0,38.5,5
Data Analyst III,$35K-$42K (Glassdoor est.),3.3,Superior HealthPlan,"Austin, TX","Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,35.0,42.0,38.5,15
Data Analyst Junior,$35K-$42K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),35.0,42.0,38.5,1
20-63 Flood Planning Data Analyst (Data Analyst III),$35K-$42K (Glassdoor est.),2.8,Texas Water Development Board,"Austin, TX","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,35.0,42.0,38.5,68
Operations Research Analyst (Data Scientist),$35K-$42K (Glassdoor est.),3.7,United States Army Futures Command,"Austin, TX","Austin, TX",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,42.0,38.5,38
Leading Data-Driven Change -- Data Industry Analyst,$35K-$42K (Glassdoor est.),3.5,GasPedal,"Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),35.0,42.0,38.5,48
SQL Data and Integration Analyst,$35K-$42K (Glassdoor est.),4.1,"Smartwebs, Inc.","Round Rock, TX","Boston, MA",Unknown,1979,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),35.0,42.0,38.5,11
Industry Analyst -- Data Science and Strategy,$35K-$42K (Glassdoor est.),3.5,GasPedal,"Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),35.0,42.0,38.5,74
Senior Data Analyst,$35K-$42K (Glassdoor est.),3.7,Iris Plans Inc.,"Austin, TX","Austin, TX",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,35.0,42.0,38.5,21
Simulation Data Analyst,$35K-$42K (Glassdoor est.),2.7,Hyliion,"Cedar Park, TX","Cedar Park, TX",1 to 50 employees,2015,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,35.0,42.0,38.5,20
Data Analyst/Program Manager,$35K-$42K (Glassdoor est.),3.7,softsnippets,"Austin, TX","Austin, TX",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,42.0,38.5,12
Data Analyst III,$35K-$42K (Glassdoor est.),3.3,Centene Corporation,"Austin, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),35.0,42.0,38.5,15
Senior Data Analyst / Senior BI and Insights Analyst,$35K-$42K (Glassdoor est.),4.4,"Quantilus, Inc","Round Rock, TX","New York, NY",1 to 50 employees,1979,Company - Private,IT Services,Information Technology,Less than $1 million (USD),35.0,42.0,38.5,1
"Associate, Strategy and Operations (Data Analyst IV)",$35K-$42K (Glassdoor est.),2.8,Texas Education Agency,"Austin, TX","Austin, TX",501 to 1000 employees,1979,Government,State & Regional Agencies,Government,$100 to $500 million (USD),35.0,42.0,38.5,35
19-84R Team Lead (Data Analyst IV),$43K-$77K (Glassdoor est.),2.8,Texas Water Development Board,"Austin, TX","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,43.0,77.0,60.0,63
Data Lineage Analyst,$43K-$77K (Glassdoor est.),3.5,The Judge Group,"Round Rock, TX","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),43.0,77.0,60.0,18
DPS - FIN - CAPPS Financial Senior Data Analyst,$43K-$77K (Glassdoor est.),3.4,TEXAS DEPARTMENT OF PUBLIC SAFETY,"Austin, TX","Austin, TX",1001 to 5000 employees,1979,Government,Municipal Governments,Government,Unknown / Non-Applicable,43.0,77.0,60.0,68
Data Analyst,$40K-$72K (Glassdoor est.),3.0,CSI Tech Inc.,"Jacksonville, FL","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),40.0,72.0,56.0,11
Data Reporting Analyst,$40K-$72K (Glassdoor est.),3.5,Robert Half,"Jacksonville, FL","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),40.0,72.0,56.0,23
USGAAP Financial and Reference Data Control Analyst Analyst,$40K-$72K (Glassdoor est.),3.5,Deutsche Bank,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),40.0,72.0,56.0,17
Business/Data Analyst,$40K-$72K (Glassdoor est.),3.7,Software Guidance & Assistance,"Jacksonville, FL","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),40.0,72.0,56.0,29
Junior Data Analyst,$40K-$72K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),40.0,72.0,56.0,1
Business/Data Analyst,$40K-$72K (Glassdoor est.),3.7,SGA Inc.,"Jacksonville, FL","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),40.0,72.0,56.0,29
Data Analyst,$40K-$72K (Glassdoor est.),3.5,SNI Technology,"Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,40.0,72.0,56.0,1
"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",$40K-$72K (Glassdoor est.),3.5,Deutsche Bank,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),40.0,72.0,56.0,9
Senior Data Analyst,$40K-$72K (Glassdoor est.),3.9,BTG,"Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,Less than $1 million (USD),40.0,72.0,56.0,16
Data Analyst,$40K-$72K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),40.0,72.0,56.0,1
"Assistant Vice President, Anti Financial Crime Data Quality Analyst",$40K-$72K (Glassdoor est.),3.5,Deutsche Bank,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),40.0,72.0,56.0,13
Data Analyst Junior,$40K-$72K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),40.0,72.0,56.0,1
CDHP - Data Analyst Team Lead,$40K-$72K (Glassdoor est.),3.7,Medical Cost Containment Services Inc.,"Jacksonville, FL","Jacksonville, FL",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,40.0,72.0,56.0,10
Power BI Data Analyst,$40K-$72K (Glassdoor est.),3.7,LEFTA Systems,"Jacksonville, FL","Jacksonville, FL",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,40.0,72.0,56.0,14
Sr. Data Analyst - Guidewire Data Hub,$40K-$72K (Glassdoor est.),2.9,Kemper,"Jacksonville, FL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),40.0,72.0,56.0,11
Senior Data Analyst- Guidewire Data Hub,$40K-$72K (Glassdoor est.),5.0,ARC Group,"Jacksonville, FL","Burbank, CA",51 to 200 employees,1979,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,40.0,72.0,56.0,17
Guidewire Data Analyst,$40K-$72K (Glassdoor est.),5.0,American Recruiting & Consulting Group,"Jacksonville, FL","Fort Lauderdale, FL",51 to 200 employees,1982,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,40.0,72.0,56.0,19
System Analyst (Data) - PL/SQl Server,$40K-$72K (Glassdoor est.),3.9,Diverse Lynx,"Jacksonville, FL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),40.0,72.0,56.0,19
ACA - Data Analyst,$40K-$72K (Glassdoor est.),3.7,Medical Cost Containment Services Inc.,"Jacksonville, FL","Jacksonville, FL",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,40.0,72.0,56.0,6
"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),3.3,Textron,"Fort Worth, TX","Providence, RI",10000+ employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),50.0,86.0,68.0,26
Human Performance Data Analyst,$50K-$86K (Glassdoor est.),4.6,Reef Systems,"Fort Worth, TX","Cary, NC",1 to 50 employees,1979,Company - Public,Unknown,Unknown,$1 to $5 million (USD),50.0,86.0,68.0,20
Medical Data Analyst,$50K-$86K (Glassdoor est.),3.8,CornerStone Staffing,"Fort Worth, TX","Grand Prairie, TX",51 to 200 employees,1991,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),50.0,86.0,68.0,12
Data Analyst,$50K-$86K (Glassdoor est.),3.7,Thinkfind Corporation,"Fort Worth, TX","Richardson, TX",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,50.0,86.0,68.0,15
"Data Analyst, Military Forecasting",$50K-$86K (Glassdoor est.),3.9,Bell Helicopter,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),50.0,86.0,68.0,26
Data Reporting Analyst,$50K-$86K (Glassdoor est.),3.1,E Business International,"Fort Worth, TX","Princeton, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),50.0,86.0,68.0,4
Data Analyst,$50K-$86K (Glassdoor est.),4.4,"InfoVision, Inc.","Irving, TX","Richardson, TX",1001 to 5000 employees,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),50.0,86.0,68.0,7
Data Analyst Assistant,$50K-$86K (Glassdoor est.),5.0,Company Confidenital,"Fort Worth, TX","Tulsa, OK",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,50.0,86.0,68.0,5
Systems Engineer - Data Analyst (Level 3),$50K-$86K (Glassdoor est.),3.8,Lockheed Martin,"Fort Worth, TX","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),50.0,86.0,68.0,36
Sr Data Analyst,$50K-$86K (Glassdoor est.),2.9,GM Financial,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD),50.0,86.0,68.0,7
Data/Sales Analyst,$50K-$86K (Glassdoor est.),3.7,Samsung HVAC,"Roanoke, TX","Roanoke, TX",51 to 200 employees,1979,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,50.0,86.0,68.0,7
Data/Financial Analyst,$35K-$67K (Glassdoor est.),1.7,"SUNSET LOGISTICS, INC","Fort Worth, TX","Fort Worth, TX",51 to 200 employees,1979,Company - Private,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),35.0,67.0,51.0,8
Data Analyst - Intelligent Automation,$35K-$67K (Glassdoor est.),4.2,Prudent Technologies & Consulting,"Fort Worth, TX","Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),35.0,67.0,51.0,3
(Risk Data Analyst),$35K-$67K (Glassdoor est.),4.8,System Soft Technologies,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),35.0,67.0,51.0,24
Systems Analyst - Data Conversion,$35K-$67K (Glassdoor est.),3.9,Fidelity TalentSource,"Westlake, TX","Boston, MA",1001 to 5000 employees,1986,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,35.0,67.0,51.0,49
"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),3.7,SM LOgics Inc,"Fort Worth, TX","Carrollton, TX",Unknown,1979,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,35.0,67.0,51.0,6
"Business Analyst with Data Governance ,IDQ exp",$35K-$67K (Glassdoor est.),3.7,smlogics,"Fort Worth, TX","Fort Worth, TX",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,35.0,67.0,51.0,6
(Data Risk Analyst: Data Modeler),$35K-$67K (Glassdoor est.),4.8,System Soft Technologies,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),35.0,67.0,51.0,24
+ Global Process Data Analyst,$57K-$70K (Glassdoor est.),4.7,InfoQuest Consulting Group,"Fort Worth, TX","Edison, NJ",1 to 50 employees,1979,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),57.0,70.0,63.5,4
BI Data Analyst / Specialist,$57K-$70K (Glassdoor est.),3.6,"Global Technical Talent, LLC","Westlake, TX","Portsmouth, NH",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),57.0,70.0,63.5,12
Data Analyst,$28K-$52K (Glassdoor est.),4.2,CyberCoders,"Columbus, OH","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),28.0,52.0,40.0,17
Data Analyst,$28K-$52K (Glassdoor est.),3.6,Olive,"Columbus, OH","Columbus, OH",201 to 500 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,28.0,52.0,40.0,7
Data Analyst-Quality Improvement Services,$28K-$52K (Glassdoor est.),3.7,Nationwide Children's Hospital,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),28.0,52.0,40.0,29
Data Analyst,$28K-$52K (Glassdoor est.),2.9,The Paragon Group,"Columbus, OH","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),28.0,52.0,40.0,10
Fraud Data Analyst,$28K-$52K (Glassdoor est.),3.5,Abercrombie & Fitch Co.,"Columbus, OH","New Albany, OH",10000+ employees,1892,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),28.0,52.0,40.0,11
Software Engineer - Data Analyst,$28K-$52K (Glassdoor est.),3.9,JPMorgan Chase,"Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),28.0,52.0,40.0,8
Data Analyst,$28K-$52K (Glassdoor est.),3.7,Beacon Hill Technologies,"Columbus, OH","Columbus, OH",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,28.0,52.0,40.0,15
Business Data Analyst,$28K-$52K (Glassdoor est.),3.8,DHL,"Westerville, OH","Bonn, Germany",10000+ employees,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,28.0,52.0,40.0,14
Business Analyst / Data Scientist Manager,$28K-$52K (Glassdoor est.),3.6,Abbott Laboratories,"Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),28.0,52.0,40.0,16
Junior Data Analyst,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,1
Program Data Analyst,$28K-$52K (Glassdoor est.),2.3,Economic and Community Development Institute,"Columbus, OH","Columbus, OH",1 to 50 employees,1979,Nonprofit Organization,Lending,Finance,$5 to $10 million (USD),28.0,52.0,40.0,37
Business Data Analyst - I,$28K-$52K (Glassdoor est.),2.5,"Avacend, Inc.","Hilliard, OH","Alpharetta, GA",51 to 200 employees,1979,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,28.0,52.0,40.0,4
Planning Analyst - Data Resource Center,$28K-$52K (Glassdoor est.),3.7,Nationwide Children's Hospital,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),28.0,52.0,40.0,53
Data Analyst,$28K-$52K (Glassdoor est.),2.8,Data Systems Integration Group Inc,"Columbus, OH","Dublin, OH",1 to 50 employees,1979,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),28.0,52.0,40.0,32
Data Analyst,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,1
"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),3.4,Buckeye Health Plan,"Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,28.0,52.0,40.0,11
Data Analyst,$28K-$52K (Glassdoor est.),4.5,Beacon Hill Staffing Group,"Columbus, OH","Boston, MA",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),28.0,52.0,40.0,15
"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),3.4,Buckeye Community Health Plan,"Columbus, OH","Dayton, OH",51 to 200 employees,1979,Company - Private,Unknown,Unknown,$5 to $10 million (USD),28.0,52.0,40.0,11
Financial Data Analyst,$28K-$52K (Glassdoor est.),3.7,"Aspen Careers, LLC","Columbus, OH","Columbus, OH",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,28.0,52.0,40.0,9
Data Validation Analyst,$28K-$52K (Glassdoor est.),5.0,Revel IT,"Dublin, OH","Dublin, OH",201 to 500 employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,27
Data Analyst,$28K-$52K (Glassdoor est.),4.5,"UNICON International, Inc","Columbus, OH","Los Angeles, CA",1 to 50 employees,1979,Company - Private,Unknown,Unknown,$1 to $5 million (USD),28.0,52.0,40.0,4
"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$28K-$52K (Glassdoor est.),4.5,Avani Technology Solutions,"Columbus, OH","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,1
Data Statistics Analyst PFK - Care Coordination,$28K-$52K (Glassdoor est.),3.7,Nationwide Children's Hospital,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),28.0,52.0,40.0,49
Data Analyst Junior,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,1
Analyst: Data Analytics,$28K-$52K (Glassdoor est.),2.5,"Avacend, Inc.","Hilliard, OH","Alpharetta, GA",51 to 200 employees,1979,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,28.0,52.0,40.0,27
Information Security and Data Protection Analyst,$28K-$52K (Glassdoor est.),4.0,"Amyx, Inc.","Columbus, OH","Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28.0,52.0,40.0,34
Technical Data Analyst,$28K-$52K (Glassdoor est.),4.5,"Dedicated Tech Services, Inc.","Dublin, OH","Columbus, OH",1 to 50 employees,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),28.0,52.0,40.0,30
"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$28K-$52K (Glassdoor est.),3.6,Abbott,"Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),28.0,52.0,40.0,12
Accounting Data Analyst / Implementation Specialist,$46K-$86K (Glassdoor est.),3.7,"Marker, Inc.","Columbus, OH","Old Bridge, NJ",Unknown,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,46.0,86.0,66.0,19
Information Security and Data Protection Analyst,$46K-$86K (Glassdoor est.),3.7,"Amyx, Iinc.","Columbus, OH","Columbus, OH",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,46.0,86.0,66.0,33
"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),3.4,Buckeye Community Health Plan,"Columbus, OH","Dayton, OH",51 to 200 employees,1979,Company - Private,Unknown,Unknown,$5 to $10 million (USD),46.0,86.0,66.0,12
"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),3.4,Buckeye Health Plan,"Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,46.0,86.0,66.0,12
Data Statistics Analyst PFK Care Coordination,$46K-$86K (Glassdoor est.),3.7,Nationwide Childrens Hospital,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),46.0,86.0,66.0,29
Software Engineer - Senior Data Analyst,$46K-$86K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.","Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),46.0,86.0,66.0,11
Sr Data Analyst,$46K-$86K (Glassdoor est.),4.5,Creative Financial Staffing,"Westerville, OH","Boston, MA",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),46.0,86.0,66.0,20
Analytic Consultant 4 - Data Analyst,$50K-$86K (Glassdoor est.),3.6,Wells Fargo,"Charlotte, NC","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),50.0,86.0,68.0,30
Operations Data Analyst,$50K-$86K (Glassdoor est.),3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,50.0,86.0,68.0,11
Data Business Analyst,$50K-$86K (Glassdoor est.),5.0,Payzer,"Charlotte, NC","Charlotte, NC",51 to 200 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,50.0,86.0,68.0,14
Federal - Data Analyst,$50K-$86K (Glassdoor est.),3.9,Accenture,"Charlotte, NC","Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),50.0,86.0,68.0,11
Data Analyst,$50K-$86K (Glassdoor est.),3.8,Tata Consultancy Services,"Charlotte, NC","Mumbai, India",10000+ employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),50.0,86.0,68.0,1
Marketing Data Analyst,$50K-$86K (Glassdoor est.),5.0,Trivest,"Mooresville, NC","Coral Gables, FL",1 to 50 employees,1981,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,50.0,86.0,68.0,31
Data Analyst I (Strong Salesforce.com),$50K-$86K (Glassdoor est.),3.4,pureIntegration,"Charlotte, NC","Herndon, VA",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),50.0,86.0,68.0,22
Data Analyst I,$50K-$86K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),50.0,86.0,68.0,4
Data Analyst,$50K-$86K (Glassdoor est.),4.1,Collabera,"Charlotte, NC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),50.0,86.0,68.0,6
Data Analyst,$50K-$86K (Glassdoor est.),3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50.0,86.0,68.0,18
Data Analyst,$50K-$86K (Glassdoor est.),3.9,Artech LLC,"Charlotte, NC","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),50.0,86.0,68.0,2
Financial Data Analyst,$50K-$86K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,1979,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,50.0,86.0,68.0,4
Data Analyst,$50K-$86K (Glassdoor est.),3.4,Matlen Silver,"Charlotte, NC","Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),50.0,86.0,68.0,6
Data Analyst,$50K-$86K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,1979,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,50.0,86.0,68.0,3
Data Analyst,$50K-$86K (Glassdoor est.),3.8,Diversant LLC,"Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),50.0,86.0,68.0,4
Data Science Analyst,$50K-$86K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),50.0,86.0,68.0,21
Data Analyst,$50K-$86K (Glassdoor est.),4.1,Sysmind LLC,"Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),50.0,86.0,68.0,1
Data Analyst,$50K-$86K (Glassdoor est.),3.7,Tata Consultancy Services (North America),"Charlotte, NC","New York, NY",10000+ employees,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),50.0,86.0,68.0,1
Business Data Analyst,$50K-$86K (Glassdoor est.),3.5,Robert Half,"Charlotte, NC","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50.0,86.0,68.0,30
Data Analyst,$50K-$86K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),50.0,86.0,68.0,7
